ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,Trait_Id,Trait_Id_remark,B01_Rank
103,1,11,1113,11131,111311,1113111,White colour roots,,Important
104,1,11,1113,11131,111311,1113111,Store well underground,can stay long after maturity without spoilage,Not important
105,1,11,1113,11131,111311,1113112,High market demand,,Very Important
106,1,11,1113,11131,111311,1113112, Big root size,,Very Important
107,1,11,1113,11131,111311,1113112,White colour roots,,Important
108,1,11,1113,11131,111311,1113112,Store well underground,can stay long after maturity without spoilage,Very Important
109,1,11,1113,11131,111311,1113113,High market demand,,Very Important
110,1,11,1113,11131,111311,1113113, Big root size,,Very Important
111,1,11,1113,11131,111311,1113113,White colour roots,,Important
112,1,11,1113,11131,111311,1113113,Store well underground,can stay long after maturity without spoilage,Very Important
113,1,11,1113,11131,111311,1113114,High market demand,,Important
114,1,11,1113,11131,111311,1113114, Big root size,,Important
115,1,11,1113,11131,111311,1113114,White colour roots,,Very Important
116,1,11,1113,11131,111311,1113114,Store well underground,can stay long after maturity without spoilage,Important
117,1,11,1113,11131,111311,1113115,High market demand,,Important
118,1,11,1113,11131,111311,1113115, Big root size,,Important
119,1,11,1113,11131,111311,1113115,White colour roots,,Important
120,1,11,1113,11131,111311,1113115,Store well underground,can stay long after maturity without spoilage,Very Important
121,1,11,1113,11132,111321,1113211,High market demand,,Important
122,1,11,1113,11132,111321,1113211, Big root size,,Important
123,1,11,1113,11132,111321,1113211,White colour roots,,Very Important
124,1,11,1113,11132,111321,1113211,Store well underground,can stay long after maturity without spoilage,Very Important
125,1,11,1113,11132,111321,1113212,High market demand,,Very Important
126,1,11,1113,11132,111321,1113212, Big root size,,Very Important
127,1,11,1113,11132,111321,1113212,White colour roots,,Important
128,1,11,1113,11132,111321,1113212,Store well underground,can stay long after maturity without spoilage,Important
129,1,11,1113,11132,111321,1113213,High market demand,,Very Important
130,1,11,1113,11132,111321,1113213, Big root size,,Very Important
131,1,11,1113,11132,111321,1113213,White colour roots,,Important
132,1,11,1113,11132,111321,1113213,Store well underground,can stay long after maturity without spoilage,Very Important
133,1,11,1113,11132,111321,1113214,High market demand,,Very Important
134,1,11,1113,11132,111321,1113214, Big root size,,Important
135,1,11,1113,11132,111321,1113214,White colour roots,,Very Important
136,1,11,1113,11132,111321,1113214,Store well underground,can stay long after maturity without spoilage,Very Important
137,1,11,1113,11132,111321,1113215,High market demand,,Very Important
138,1,11,1113,11132,111321,1113215, Big root size,,Very Important
139,1,11,1113,11132,111321,1113215,White colour roots,,Moderately Important
140,1,11,1113,11132,111321,1113215,Store well underground,can stay long after maturity without spoilage,Very Important
141,1,11,1113,11133,111331,1113311,High market demand,,Important
142,1,11,1113,11133,111331,1113311, Big root size,,Important
143,1,11,1113,11133,111331,1113311,White colour roots,,Important
144,1,11,1113,11133,111331,1113311,Store well underground,can stay long after maturity without spoilage,Important
145,1,11,1113,11133,111331,1113312,High market demand,,Important
146,1,11,1113,11133,111331,1113312, Big root size,,Very Important
147,1,11,1113,11133,111331,1113312,White colour roots,,Important
148,1,11,1113,11133,111331,1113312,Store well underground,can stay long after maturity without spoilage,Very Important
149,1,11,1113,11133,111331,1113313,High market demand,,Very Important
150,1,11,1113,11133,111331,1113313, Big root size,,Important
151,1,11,1113,11133,111331,1113313,White colour roots,,Important
152,1,11,1113,11133,111331,1113313,Store well underground,can stay long after maturity without spoilage,Very Important
153,1,11,1113,11133,111331,1113314,High market demand,,Very Important
154,1,11,1113,11133,111331,1113314, Big root size,,Important
155,1,11,1113,11133,111331,1113314,White colour roots,,Very Important
156,1,11,1113,11133,111331,1113314,Store well underground,can stay long after maturity without spoilage,Very Important
157,1,11,1113,11133,111331,1113315,High market demand,,Moderately Important
158,1,11,1113,11133,111331,1113315, Big root size,,Important
159,1,11,1113,11133,111331,1113315,White colour roots,,Very Important
160,1,11,1113,11133,111331,1113315,Store well underground,can stay long after maturity without spoilage,Important
161,1,11,1114,11141,111411,1114111,High market demand,,Important
162,1,11,1114,11141,111411,1114111, Big root size,,Very Important
163,1,11,1114,11141,111411,1114111,White colour roots,,Very Important
164,1,11,1114,11141,111411,1114111,Store well underground,can stay long after maturity without spoilage,Important
165,1,11,1114,11141,111411,1114112,High market demand,,Very Important
166,1,11,1114,11141,111411,1114112, Big root size,,Very Important
167,1,11,1114,11141,111411,1114112,White colour roots,,Very Important
168,1,11,1114,11141,111411,1114112,Store well underground,can stay long after maturity without spoilage,Not important
169,1,11,1114,11141,111411,1114113,High market demand,,Very Important
170,1,11,1114,11141,111411,1114113, Big root size,,Very Important
171,1,11,1114,11141,111411,1114113,White colour roots,,Not important
172,1,11,1114,11141,111411,1114113,Store well underground,can stay long after maturity without spoilage,Very Important
173,1,11,1114,11141,111411,1114114,High market demand,,Very Important
174,1,11,1114,11141,111411,1114114, Big root size,,Very Important
175,1,11,1114,11141,111411,1114114,White colour roots,,Important
176,1,11,1114,11141,111411,1114114,Store well underground,can stay long after maturity without spoilage,Very Important
177,1,11,1114,11141,111411,1114115,High market demand,,Important
178,1,11,1114,11141,111411,1114115, Big root size,,Very Important
179,1,11,1114,11141,111411,1114115,White colour roots,,Important
180,1,11,1114,11141,111411,1114115,Store well underground,can stay long after maturity without spoilage,Not important
181,1,11,1114,11142,111421,1114211,High market demand,,Very Important
182,1,11,1114,11142,111421,1114211, Big root size,,Important
183,1,11,1114,11142,111421,1114211,White colour roots,,Moderately Important
184,1,11,1114,11142,111421,1114211,Store well underground,can stay long after maturity without spoilage,Very Important
185,1,11,1114,11142,111421,1114212,High market demand,,Very Important
186,1,11,1114,11142,111421,1114212, Big root size,,Very Important
187,1,11,1114,11142,111421,1114212,White colour roots,,Very Important
188,1,11,1114,11142,111421,1114212,Store well underground,can stay long after maturity without spoilage,Very Important
189,1,11,1114,11142,111421,1114213,High market demand,,Important
190,1,11,1114,11142,111421,1114213, Big root size,,Important
191,1,11,1114,11142,111421,1114213,White colour roots,,Important
192,1,11,1114,11142,111421,1114213,Store well underground,can stay long after maturity without spoilage,Very Important
193,1,11,1114,11142,111421,1114214,High market demand,,Very Important
194,1,11,1114,11142,111421,1114214, Big root size,,Very Important
195,1,11,1114,11142,111421,1114214,White colour roots,,Very Important
196,1,11,1114,11142,111421,1114214,Store well underground,can stay long after maturity without spoilage,Very Important
197,1,11,1114,11142,111421,1114215,High market demand,,Important
198,1,11,1114,11142,111421,1114215, Big root size,,Important
199,1,11,1114,11142,111421,1114215,White colour roots,,Important
200,1,11,1114,11142,111421,1114215,Store well underground,can stay long after maturity without spoilage,Important
201,1,11,1115,11151,111511,1115111,High market demand,,Important
202,1,11,1115,11151,111511,1115111, Big root size,,Very Important
203,1,11,1115,11151,111511,1115111,White colour roots,,Very Important
204,1,11,1115,11151,111511,1115111,Store well underground,can stay long after maturity without spoilage,Important
205,1,11,1115,11151,111511,1115112,High market demand,,Very Important
206,1,11,1115,11151,111511,1115112, Big root size,,Very Important
207,1,11,1115,11151,111511,1115112,White colour roots,,Very Important
208,1,11,1115,11151,111511,1115112,Store well underground,can stay long after maturity without spoilage,Important
209,1,11,1115,11151,111511,1115113,High market demand,,Very Important
210,1,11,1115,11151,111511,1115113, Big root size,,Very Important
211,1,11,1115,11151,111511,1115113,White colour roots,,Important
212,1,11,1115,11151,111511,1115113,Store well underground,can stay long after maturity without spoilage,Very Important
213,1,11,1115,11151,111511,1115114,High market demand,,Very Important
214,1,11,1115,11151,111511,1115114, Big root size,,Very Important
215,1,11,1115,11151,111511,1115114,White colour roots,,Very Important
216,1,11,1115,11151,111511,1115114,Store well underground,can stay long after maturity without spoilage,Very Important
217,1,11,1115,11151,111511,1115115,High market demand,,Very Important
218,1,11,1115,11151,111511,1115115, Big root size,,Very Important
219,1,11,1115,11151,111511,1115115,White colour roots,,Important
220,1,11,1115,11151,111511,1115115,Store well underground,can stay long after maturity without spoilage,Not important
221,1,11,1115,11152,111521,1115211,High market demand,,Moderately Important
222,1,11,1115,11152,111521,1115211, Big root size,,Very Important
223,1,11,1115,11152,111521,1115211,White colour roots,,Not important
224,1,11,1115,11152,111521,1115211,Store well underground,can stay long after maturity without spoilage,Moderately Important
225,1,11,1115,11152,111521,1115212,High market demand,,Very Important
226,1,11,1115,11152,111521,1115212, Big root size,,Very Important
227,1,11,1115,11152,111521,1115212,White colour roots,,Important
228,1,11,1115,11152,111521,1115212,Store well underground,can stay long after maturity without spoilage,Not important
229,1,11,1115,11152,111521,1115213,High market demand,,Very Important
230,1,11,1115,11152,111521,1115213, Big root size,,Important
231,1,11,1115,11152,111521,1115213,White colour roots,,Not important
232,1,11,1115,11152,111521,1115213,Store well underground,can stay long after maturity without spoilage,Very Important
233,1,11,1115,11152,111521,1115214,High market demand,,Very Important
234,1,11,1115,11152,111521,1115214, Big root size,,Very Important
235,1,11,1115,11152,111521,1115214,White colour roots,,Very Important
236,1,11,1115,11152,111521,1115214,Store well underground,can stay long after maturity without spoilage,Very Important
237,1,11,1115,11152,111521,1115215,High market demand,,Very Important
238,1,11,1115,11152,111521,1115215, Big root size,,Very Important
239,1,11,1115,11152,111521,1115215,White colour roots,,Important
240,1,11,1115,11152,111521,1115215,Store well underground,can stay long after maturity without spoilage,Important
241,1,11,1116,11161,111611,1116111,High market demand,,Moderately Important
242,1,11,1116,11161,111611,1116111, Big root size,,Very Important
243,1,11,1116,11161,111611,1116111,White colour roots,,Very Important
244,1,11,1116,11161,111611,1116111,Store well underground,can stay long after maturity without spoilage,Important
245,1,11,1116,11161,111611,1116112,High market demand,,Very Important
246,1,11,1116,11161,111611,1116112, Big root size,,Very Important
247,1,11,1116,11161,111611,1116112,White colour roots,,Important
248,1,11,1116,11161,111611,1116112,Store well underground,can stay long after maturity without spoilage,Not important
249,1,11,1116,11161,111611,1116113,High market demand,,Very Important
250,1,11,1116,11161,111611,1116113, Big root size,,Important
251,1,11,1116,11161,111611,1116113,White colour roots,,Not important
252,1,11,1116,11161,111611,1116113,Store well underground,can stay long after maturity without spoilage,Very Important
253,1,11,1116,11161,111611,1116114,High market demand,,Very Important
254,1,11,1116,11161,111611,1116114, Big root size,,Very Important
255,1,11,1116,11161,111611,1116114,White colour roots,,Very Important
256,1,11,1116,11161,111611,1116114,Store well underground,can stay long after maturity without spoilage,Very Important
257,1,11,1116,11161,111611,1116115,High market demand,,Important
258,1,11,1116,11161,111611,1116115, Big root size,,Very Important
259,1,11,1116,11161,111611,1116115,White colour roots,,Very Important
260,1,11,1116,11161,111611,1116115,Store well underground,can stay long after maturity without spoilage,Very Important
261,1,11,1117,11171,111711,1117111,High market demand,,Very Important
262,1,11,1117,11171,111711,1117111, Big root size,,Very Important
263,1,11,1117,11171,111711,1117111,White colour roots,,Very Important
264,1,11,1117,11171,111711,1117111,Store well underground,can stay long after maturity without spoilage,Very Important
265,1,11,1117,11171,111711,1117112,High market demand,,Very Important
266,1,11,1117,11171,111711,1117112, Big root size,,Very Important
267,1,11,1117,11171,111711,1117112,White colour roots,,Important
268,1,11,1117,11171,111711,1117112,Store well underground,can stay long after maturity without spoilage,Very Important
269,1,11,1117,11171,111711,1117113,High market demand,,Important
270,1,11,1117,11171,111711,1117113, Big root size,,Important
271,1,11,1117,11171,111711,1117113,White colour roots,,Very Important
272,1,11,1117,11171,111711,1117113,Store well underground,can stay long after maturity without spoilage,Important
273,1,11,1117,11171,111711,1117114,High market demand,,Important
274,1,11,1117,11171,111711,1117114, Big root size,,Very Important
275,1,11,1117,11171,111711,1117114,White colour roots,,Important
276,1,11,1117,11171,111711,1117114,Store well underground,can stay long after maturity without spoilage,Important
277,1,11,1117,11171,111711,1117115,High market demand,,Very Important
278,1,11,1117,11171,111711,1117115, Big root size,,Very Important
279,1,11,1117,11171,111711,1117115,White colour roots,,Important
280,1,11,1117,11171,111711,1117115,Store well underground,can stay long after maturity without spoilage,Moderately Important
281,1,11,112,1121,11211,112111,High market demand,,Important
282,1,11,112,1121,11211,112111, Big root size,,Very Important
283,1,11,112,1121,11211,112111,White colour roots,,Very Important
284,1,11,112,1121,11211,112111,Store well underground,can stay long after maturity without spoilage,Very Important
285,1,11,112,1121,11211,112112,High market demand,,Very Important
286,1,11,112,1121,11211,112112, Big root size,,Very Important
287,1,11,112,1121,11211,112112,White colour roots,,Very Important
288,1,11,112,1121,11211,112112,Store well underground,can stay long after maturity without spoilage,Very Important
289,1,11,112,1121,11211,112113,High market demand,,Very Important
290,1,11,112,1121,11211,112113, Big root size,,Moderately Important
291,1,11,112,1121,11211,112113,White colour roots,,Important
292,1,11,112,1121,11211,112113,Store well underground,can stay long after maturity without spoilage,Very Important
293,1,11,112,1121,11211,112114,High market demand,,Very Important
294,1,11,112,1121,11211,112114, Big root size,,Important
295,1,11,112,1121,11211,112114,White colour roots,,Very Important
296,1,11,112,1121,11211,112114,Store well underground,can stay long after maturity without spoilage,Moderately Important
297,1,11,112,1121,11211,112115,High market demand,,Very Important
298,1,11,112,1121,11211,112115, Big root size,,Very Important
299,1,11,112,1121,11211,112115,White colour roots,,Very Important
300,1,11,112,1121,11211,112115,Store well underground,can stay long after maturity without spoilage,Important
301,1,11,112,1122,11221,112211,High market demand,,Very Important
302,1,11,112,1122,11221,112211, Big root size,,Very Important
303,1,11,112,1122,11221,112211,White colour roots,,Very Important
304,1,11,112,1122,11221,112211,Store well underground,can stay long after maturity without spoilage,Moderately Important
305,1,11,112,1122,11221,112212,High market demand,,Very Important
306,1,11,112,1122,11221,112212, Big root size,,Very Important
307,1,11,112,1122,11221,112212,White colour roots,,Important
308,1,11,112,1122,11221,112212,Store well underground,can stay long after maturity without spoilage,Moderately Important
309,1,11,112,1122,11221,112213,High market demand,,Very Important
310,1,11,112,1122,11221,112213, Big root size,,Moderately Important
311,1,11,112,1122,11221,112213,White colour roots,,Moderately Important
312,1,11,112,1122,11221,112213,Store well underground,can stay long after maturity without spoilage,Very Important
313,1,11,112,1122,11221,112214,High market demand,,Very Important
314,1,11,112,1122,11221,112214, Big root size,,Very Important
315,1,11,112,1122,11221,112214,White colour roots,,Very Important
316,1,11,112,1122,11221,112214,Store well underground,can stay long after maturity without spoilage,Very Important
317,1,11,112,1122,11221,112215,High market demand,,Very Important
318,1,11,112,1122,11221,112215, Big root size,,Very Important
319,1,11,112,1122,11221,112215,White colour roots,,Important
320,1,11,112,1122,11221,112215,Store well underground,can stay long after maturity without spoilage,Important
321,1,11,113,1131,11311,113111,High market demand,,Very Important
322,1,11,113,1131,11311,113111, Big root size,,Very Important
323,1,11,113,1131,11311,113111,White colour roots,,Very Important
324,1,11,113,1131,11311,113111,Store well underground,can stay long after maturity without spoilage,Important
325,1,11,113,1131,11311,113112,High market demand,,Very Important
326,1,11,113,1131,11311,113112, Big root size,,Very Important
327,1,11,113,1131,11311,113112,White colour roots,,Important
328,1,11,113,1131,11311,113112,Store well underground,can stay long after maturity without spoilage,Not important
329,1,11,113,1131,11311,113113,High market demand,,Very Important
330,1,11,113,1131,11311,113113, Big root size,,Very Important
331,1,11,113,1131,11311,113113,White colour roots,,Not important
332,1,11,113,1131,11311,113113,Store well underground,can stay long after maturity without spoilage,Very Important
333,1,11,113,1131,11311,113114,High market demand,,Very Important
334,1,11,113,1131,11311,113114, Big root size,,Very Important
335,1,11,113,1131,11311,113114,White colour roots,,Very Important
336,1,11,113,1131,11311,113114,Store well underground,can stay long after maturity without spoilage,Very Important
337,1,11,113,1131,11311,113115,High market demand,,Very Important
338,1,11,113,1131,11311,113115, Big root size,,Very Important
339,1,11,113,1131,11311,113115,White colour roots,,Moderately Important
340,1,11,113,1131,11311,113115,Store well underground,can stay long after maturity without spoilage,Very Important
341,1,11,113,1132,11321,113211,High market demand,,Moderately Important
342,1,11,113,1132,11321,113211, Big root size,,Very Important
343,1,11,113,1132,11321,113211,White colour roots,,Very Important
344,1,11,113,1132,11321,113211,Store well underground,can stay long after maturity without spoilage,Moderately Important
345,1,11,113,1132,11321,113212,High market demand,,Very Important
346,1,11,113,1132,11321,113212, Big root size,,Very Important
347,1,11,113,1132,11321,113212,White colour roots,,Moderately Important
348,1,11,113,1132,11321,113212,Store well underground,can stay long after maturity without spoilage,Not important
349,1,11,113,1132,11321,113213,High market demand,,Very Important
350,1,11,113,1132,11321,113213, Big root size,,Very Important
351,1,11,113,1132,11321,113213,White colour roots,,Not important
352,1,11,113,1132,11321,113213,Store well underground,can stay long after maturity without spoilage,Very Important
353,1,11,113,1132,11321,113214,High market demand,,Very Important
354,1,11,113,1132,11321,113214, Big root size,,Very Important
355,1,11,113,1132,11321,113214,White colour roots,,Very Important
356,1,11,113,1132,11321,113214,Store well underground,can stay long after maturity without spoilage,Very Important
357,1,11,113,1132,11321,113215,High market demand,,Very Important
358,1,11,113,1132,11321,113215, Big root size,,Important
359,1,11,113,1132,11321,113215,White colour roots,,Not important
360,1,11,113,1132,11321,113215,Store well underground,can stay long after maturity without spoilage,Very Important
361,1,11,113,1133,11331,113311,High market demand,,Very Important
362,1,11,113,1133,11331,113311, Big root size,,Very Important
363,1,11,113,1133,11331,113311,White colour roots,,Moderately Important
364,1,11,113,1133,11331,113311,Store well underground,can stay long after maturity without spoilage,Very Important
365,1,11,113,1133,11331,113312,High market demand,,Very Important
366,1,11,113,1133,11331,113312, Big root size,,Very Important
367,1,11,113,1133,11331,113312,White colour roots,,Very Important
368,1,11,113,1133,11331,113312,Store well underground,can stay long after maturity without spoilage,Very Important
369,1,11,113,1133,11331,113313,High market demand,,Moderately Important
370,1,11,113,1133,11331,113313, Big root size,,Important
371,1,11,113,1133,11331,113313,White colour roots,,Very Important
372,1,11,113,1133,11331,113313,Store well underground,can stay long after maturity without spoilage,Very Important
373,1,11,113,1133,11331,113314,High market demand,,Very Important
374,1,11,113,1133,11331,113314, Big root size,,Very Important
375,1,11,113,1133,11331,113314,White colour roots,,Very Important
376,1,11,113,1133,11331,113314,Store well underground,can stay long after maturity without spoilage,Important
377,1,11,113,1133,11331,113315,High market demand,,Moderately Important
378,1,11,113,1133,11331,113315, Big root size,,Very Important
379,1,11,113,1133,11331,113315,White colour roots,,Very Important
380,1,11,113,1133,11331,113315,Store well underground,can stay long after maturity without spoilage,Moderately Important
381,1,11,114,1141,11411,114111,High market demand,,Moderately Important
382,1,11,114,1141,11411,114111, Big root size,,Very Important
383,1,11,114,1141,11411,114111,White colour roots,,Very Important
384,1,11,114,1141,11411,114111,Store well underground,can stay long after maturity without spoilage,Not important
385,1,11,114,1141,11411,114112,High market demand,,Moderately Important
386,1,11,114,1141,11411,114112, Big root size,,Very Important
387,1,11,114,1141,11411,114112,White colour roots,,Important
388,1,11,114,1141,11411,114112,Store well underground,can stay long after maturity without spoilage,Moderately Important
389,1,11,114,1141,11411,114113,High market demand,,Very Important
390,1,11,114,1141,11411,114113, Big root size,,Important
391,1,11,114,1141,11411,114113,White colour roots,,Not important
392,1,11,114,1141,11411,114113,Store well underground,can stay long after maturity without spoilage,Very Important
393,1,11,114,1141,11411,114114,High market demand,,Very Important
394,1,11,114,1141,11411,114114, Big root size,,Very Important
395,1,11,114,1141,11411,114114,White colour roots,,Very Important
396,1,11,114,1141,11411,114114,Store well underground,can stay long after maturity without spoilage,Very Important
397,1,11,114,1141,11411,114115,High market demand,,Very Important
398,1,11,114,1141,11411,114115, Big root size,,Very Important
399,1,11,114,1141,11411,114115,White colour roots,,Important
400,1,11,114,1141,11411,114115,Store well underground,can stay long after maturity without spoilage,Important
401,1,11,114,1142,11421,114211,High market demand,,Important
402,1,11,114,1142,11421,114211, Big root size,,Very Important
403,1,11,114,1142,11421,114211,White colour roots,,Very Important
404,1,11,114,1142,11421,114211,Store well underground,can stay long after maturity without spoilage,Very Important
405,1,11,114,1142,11421,114212,High market demand,,Very Important
406,1,11,114,1142,11421,114212, Big root size,,Moderately Important
407,1,11,114,1142,11421,114212,White colour roots,,Important
408,1,11,114,1142,11421,114212,Store well underground,can stay long after maturity without spoilage,Very Important
409,1,11,114,1142,11421,114213,High market demand,,Very Important
410,1,11,114,1142,11421,114213, Big root size,,Very Important
411,1,11,114,1142,11421,114213,White colour roots,,Important
412,1,11,114,1142,11421,114213,Store well underground,can stay long after maturity without spoilage,Very Important
413,1,11,114,1142,11421,114214,High market demand,,Very Important
414,1,11,114,1142,11421,114214, Big root size,,Very Important
415,1,11,114,1142,11421,114214,White colour roots,,Important
416,1,11,114,1142,11421,114214,Store well underground,can stay long after maturity without spoilage,Important
417,1,11,114,1142,11421,114215,High market demand,,Very Important
418,1,11,114,1142,11421,114215, Big root size,,Very Important
419,1,11,114,1142,11421,114215,White colour roots,,Important
420,1,11,114,1142,11421,114215,Store well underground,can stay long after maturity without spoilage,Moderately Important
421,1,11,114,1143,11431,114311,High market demand,,Very Important
422,1,11,114,1143,11431,114311, Big root size,,Important
423,1,11,114,1143,11431,114311,White colour roots,,Very Important
424,1,11,114,1143,11431,114311,Store well underground,can stay long after maturity without spoilage,Important
