ID,ZoneID,StateID,LgaID,LocalityID,EnumerationID,HouseID,Livestock_owned,livestock_ownership,Total_Number_of_livestk_owned,Number_of_male_livestk_owned,Number_of_female_livestk_owned,mistakes_detectes_in_number_of_livestocks,Mistakes_detection_remark
92,1,11,1110,11102,111021,1110215,Donkey,No,,,,,
93,1,11,1110,11102,111021,1110215,Horses,No,,,,,
94,1,11,1110,11102,111021,1110215,Goats,Yes,3,3,0,,
95,1,11,1110,11102,111021,1110215,Sheep(ram),No,,,,,
96,1,11,1110,11102,111021,1110215,Rabbits,No,,,,,
97,1,11,1110,11102,111021,1110215,"Poultry(Chicken, Guinea)",Yes,11,5,6,,
98,1,11,1110,11102,111021,1110215,Doves/pigeons,No,,,,,
99,1,11,1110,11102,111021,1110215,Pigs,Yes,16,5,11,,
100,1,11,1110,11102,111021,1110215,Others specify,No,,,,,
101,1,11,1111,11111,111111,1111111,Cattle,No,,,,,
102,1,11,1111,11111,111111,1111111,Donkey,No,,,,,
103,1,11,1111,11111,111111,1111111,Horses,No,,,,,
104,1,11,1111,11111,111111,1111111,Goats,Yes,24,6,18,,
105,1,11,1111,11111,111111,1111111,Sheep(ram),Yes,5,5,0,,
106,1,11,1111,11111,111111,1111111,Rabbits,No,,,,,
107,1,11,1111,11111,111111,1111111,"Poultry(Chicken, Guinea)",Yes,38,0,38,,
108,1,11,1111,11111,111111,1111111,Doves/pigeons,No,,,,,
109,1,11,1111,11111,111111,1111111,Pigs,No,,,,,
110,1,11,1111,11111,111111,1111111,Others specify,No,,,,,
111,1,11,1111,11111,111111,1111112,Cattle,No,,,,,
112,1,11,1111,11111,111111,1111112,Donkey,No,,,,,
113,1,11,1111,11111,111111,1111112,Horses,No,,,,,
114,1,11,1111,11111,111111,1111112,Goats,Yes,12,5,7,,
115,1,11,1111,11111,111111,1111112,Sheep(ram),No,,,,,
116,1,11,1111,11111,111111,1111112,Rabbits,No,,,,,
117,1,11,1111,11111,111111,1111112,"Poultry(Chicken, Guinea)",Yes,18,9,9,,
118,1,11,1111,11111,111111,1111112,Doves/pigeons,No,,,,,
119,1,11,1111,11111,111111,1111112,Pigs,No,,,,,
120,1,11,1111,11111,111111,1111112,Others specify,No,,,,,
121,1,11,1111,11111,111111,1111113,Cattle,No,,,,,
122,1,11,1111,11111,111111,1111113,Donkey,No,,,,,
123,1,11,1111,11111,111111,1111113,Horses,No,,,,,
124,1,11,1111,11111,111111,1111113,Goats,Yes,5,3,2,,
125,1,11,1111,11111,111111,1111113,Sheep(ram),Yes,6,4,2,,
126,1,11,1111,11111,111111,1111113,Rabbits,No,,,,,
127,1,11,1111,11111,111111,1111113,"Poultry(Chicken, Guinea)",Yes,15,3,12,,
128,1,11,1111,11111,111111,1111113,Doves/pigeons,No,,,,,
129,1,11,1111,11111,111111,1111113,Pigs,No,,,,,
130,1,11,1111,11111,111111,1111113,Others specify,Yes,1,1,0,,
131,1,11,1111,11111,111111,1111114,Cattle,No,,,,,
132,1,11,1111,11111,111111,1111114,Donkey,No,,,,,
133,1,11,1111,11111,111111,1111114,Horses,No,,,,,
134,1,11,1111,11111,111111,1111114,Goats,Yes,3,3,0,,
135,1,11,1111,11111,111111,1111114,Sheep(ram),No,,,,,
136,1,11,1111,11111,111111,1111114,Rabbits,No,,,,,
137,1,11,1111,11111,111111,1111114,"Poultry(Chicken, Guinea)",Yes,12,0,12,,
138,1,11,1111,11111,111111,1111114,Doves/pigeons,No,,,,,
139,1,11,1111,11111,111111,1111114,Pigs,No,,,,,
140,1,11,1111,11111,111111,1111114,Others specify,No,,,,,
141,1,11,1111,11111,111111,1111115,Cattle,No,,,,,
142,1,11,1111,11111,111111,1111115,Donkey,No,,,,,
143,1,11,1111,11111,111111,1111115,Horses,No,,,,,
144,1,11,1111,11111,111111,1111115,Goats,No,,,,,
145,1,11,1111,11111,111111,1111115,Sheep(ram),No,,,,,
146,1,11,1111,11111,111111,1111115,Rabbits,No,,,,,
147,1,11,1111,11111,111111,1111115,"Poultry(Chicken, Guinea)",Yes,8,5,3,,
148,1,11,1111,11111,111111,1111115,Doves/pigeons,No,,,,,
149,1,11,1111,11111,111111,1111115,Pigs,No,,,,,
150,1,11,1111,11111,111111,1111115,Others specify,No,,,,,
151,1,11,1111,11112,111121,1111211,Cattle,No,,,,,
152,1,11,1111,11112,111121,1111211,Donkey,No,,,,,
153,1,11,1111,11112,111121,1111211,Horses,No,,,,,
154,1,11,1111,11112,111121,1111211,Goats,Yes,23,10,13,,
155,1,11,1111,11112,111121,1111211,Sheep(ram),No,,,,,
156,1,11,1111,11112,111121,1111211,Rabbits,No,,,,,
157,1,11,1111,11112,111121,1111211,"Poultry(Chicken, Guinea)",Yes,36,10,26,,
158,1,11,1111,11112,111121,1111211,Doves/pigeons,No,,,,,
159,1,11,1111,11112,111121,1111211,Pigs,No,,,,,
160,1,11,1111,11112,111121,1111211,Others specify,No,,,,,
161,1,11,1111,11112,111121,1111212,Cattle,No,,,,,
162,1,11,1111,11112,111121,1111212,Donkey,No,,,,,
163,1,11,1111,11112,111121,1111212,Horses,No,,,,,
164,1,11,1111,11112,111121,1111212,Goats,No,,,,,
165,1,11,1111,11112,111121,1111212,Sheep(ram),No,,,,,
166,1,11,1111,11112,111121,1111212,Rabbits,No,,,,,
167,1,11,1111,11112,111121,1111212,"Poultry(Chicken, Guinea)",Yes,16,0,16,,
168,1,11,1111,11112,111121,1111212,Doves/pigeons,No,,,,,
169,1,11,1111,11112,111121,1111212,Pigs,No,,,,,
170,1,11,1111,11112,111121,1111212,Others specify,No,,,,,
171,1,11,1111,11112,111121,1111213,Cattle,Yes,25,25,0,,
172,1,11,1111,11112,111121,1111213,Donkey,No,,,,,
173,1,11,1111,11112,111121,1111213,Horses,No,,,,,
174,1,11,1111,11112,111121,1111213,Goats,Yes,35,20,15,,
175,1,11,1111,11112,111121,1111213,Sheep(ram),Yes,12,6,6,,
176,1,11,1111,11112,111121,1111213,Rabbits,Yes,60,60,0,,
177,1,11,1111,11112,111121,1111213,"Poultry(Chicken, Guinea)",Yes,120,40,80,,
178,1,11,1111,11112,111121,1111213,Doves/pigeons,Yes,300,300,0,,
179,1,11,1111,11112,111121,1111213,Pigs,No,,,,,
180,1,11,1111,11112,111121,1111213,Others specify,No,,,,,
181,1,11,1111,11112,111121,1111214,Cattle,No,,,,,
182,1,11,1111,11112,111121,1111214,Donkey,No,,,,,
183,1,11,1111,11112,111121,1111214,Horses,No,,,,,
184,1,11,1111,11112,111121,1111214,Goats,Yes,100,60,40,,
185,1,11,1111,11112,111121,1111214,Sheep(ram),No,,,,,
186,1,11,1111,11112,111121,1111214,Rabbits,No,,,,,
187,1,11,1111,11112,111121,1111214,"Poultry(Chicken, Guinea)",Yes,200,80,120,,
188,1,11,1111,11112,111121,1111214,Doves/pigeons,No,,,,,
189,1,11,1111,11112,111121,1111214,Pigs,Yes,300,300,0,,
190,1,11,1111,11112,111121,1111214,Others specify,Yes,20,20,0,,
191,1,11,1111,11112,111121,1111215,Cattle,No,,,,,
192,1,11,1111,11112,111121,1111215,Donkey,No,,,,,
193,1,11,1111,11112,111121,1111215,Horses,No,,,,,
194,1,11,1111,11112,111121,1111215,Goats,No,,,,,
195,1,11,1111,11112,111121,1111215,Sheep(ram),No,,,,,
196,1,11,1111,11112,111121,1111215,Rabbits,No,,,,,
197,1,11,1111,11112,111121,1111215,"Poultry(Chicken, Guinea)",No,,,,,
198,1,11,1111,11112,111121,1111215,Doves/pigeons,No,,,,,
199,1,11,1111,11112,111121,1111215,Pigs,No,,,,,
200,1,11,1111,11112,111121,1111215,Others specify,No,,,,,
201,1,11,1112,11121,111211,1112111,Cattle,No,,,,,
202,1,11,1112,11121,111211,1112111,Donkey,No,,,,,
203,1,11,1112,11121,111211,1112111,Horses,No,,,,,
204,1,11,1112,11121,111211,1112111,Goats,Yes,8,0,8,,
205,1,11,1112,11121,111211,1112111,Sheep(ram),No,,,,,
206,1,11,1112,11121,111211,1112111,Rabbits,No,,,,,
207,1,11,1112,11121,111211,1112111,"Poultry(Chicken, Guinea)",Yes,27,0,27,,
208,1,11,1112,11121,111211,1112111,Doves/pigeons,No,,,,,
209,1,11,1112,11121,111211,1112111,Pigs,No,,,,,
210,1,11,1112,11121,111211,1112111,Others specify,No,,,,,
211,1,11,1112,11121,111211,1112112,Cattle,No,,,,,
212,1,11,1112,11121,111211,1112112,Donkey,No,,,,,
213,1,11,1112,11121,111211,1112112,Horses,No,,,,,
214,1,11,1112,11121,111211,1112112,Goats,Yes,6,4,2,,
215,1,11,1112,11121,111211,1112112,Sheep(ram),No,,,,,
216,1,11,1112,11121,111211,1112112,Rabbits,No,,,,,
217,1,11,1112,11121,111211,1112112,"Poultry(Chicken, Guinea)",Yes,30,20,10,,
218,1,11,1112,11121,111211,1112112,Doves/pigeons,No,,,,,
219,1,11,1112,11121,111211,1112112,Pigs,No,,,,,
220,1,11,1112,11121,111211,1112112,Others specify,No,,,,,
221,1,11,1112,11121,111211,1112113,Cattle,No,,,,,
222,1,11,1112,11121,111211,1112113,Donkey,No,,,,,
223,1,11,1112,11121,111211,1112113,Horses,No,,,,,
224,1,11,1112,11121,111211,1112113,Goats,Yes,15,0,15,,
225,1,11,1112,11121,111211,1112113,Sheep(ram),Yes,4,0,4,,
226,1,11,1112,11121,111211,1112113,Rabbits,No,,,,,
227,1,11,1112,11121,111211,1112113,"Poultry(Chicken, Guinea)",Yes,15,0,15,,
228,1,11,1112,11121,111211,1112113,Doves/pigeons,No,,,,,
229,1,11,1112,11121,111211,1112113,Pigs,No,,,,,
230,1,11,1112,11121,111211,1112113,Others specify,No,,,,,
231,1,11,1112,11121,111211,1112114,Cattle,Yes,18,18,0,,
232,1,11,1112,11121,111211,1112114,Donkey,No,,,,,
233,1,11,1112,11121,111211,1112114,Horses,No,,,,,
234,1,11,1112,11121,111211,1112114,Goats,Yes,41,27,14,,
235,1,11,1112,11121,111211,1112114,Sheep(ram),Yes,15,15,0,,
236,1,11,1112,11121,111211,1112114,Rabbits,No,,,,,
237,1,11,1112,11121,111211,1112114,"Poultry(Chicken, Guinea)",Yes,26,16,10,,
238,1,11,1112,11121,111211,1112114,Doves/pigeons,No,,,,,
239,1,11,1112,11121,111211,1112114,Pigs,No,,,,,
240,1,11,1112,11121,111211,1112114,Others specify,No,,,,,
241,1,11,1112,11121,111211,1112115,Cattle,No,,,,,
242,1,11,1112,11121,111211,1112115,Donkey,No,,,,,
243,1,11,1112,11121,111211,1112115,Horses,No,,,,,
244,1,11,1112,11121,111211,1112115,Goats,Yes,10,0,10,,
245,1,11,1112,11121,111211,1112115,Sheep(ram),No,,,,,
246,1,11,1112,11121,111211,1112115,Rabbits,No,,,,,
247,1,11,1112,11121,111211,1112115,"Poultry(Chicken, Guinea)",Yes,20,0,20,,
248,1,11,1112,11121,111211,1112115,Doves/pigeons,No,,,,,
249,1,11,1112,11121,111211,1112115,Pigs,No,,,,,
250,1,11,1112,11121,111211,1112115,Others specify,No,,,,,
251,1,11,1113,11131,111311,1113111,Cattle,No,,,,,
252,1,11,1113,11131,111311,1113111,Donkey,No,,,,,
253,1,11,1113,11131,111311,1113111,Horses,No,,,,,
254,1,11,1113,11131,111311,1113111,Goats,Yes,6,2,4,,
255,1,11,1113,11131,111311,1113111,Sheep(ram),No,,,,,
256,1,11,1113,11131,111311,1113111,Rabbits,No,,,,,
257,1,11,1113,11131,111311,1113111,"Poultry(Chicken, Guinea)",Yes,20,16,4,,
258,1,11,1113,11131,111311,1113111,Doves/pigeons,No,,,,,
259,1,11,1113,11131,111311,1113111,Pigs,No,,,,,
260,1,11,1113,11131,111311,1113111,Others specify,No,,,,,
261,1,11,1113,11131,111311,1113112,Cattle,No,,,,,
262,1,11,1113,11131,111311,1113112,Donkey,No,,,,,
263,1,11,1113,11131,111311,1113112,Horses,No,,,,,
264,1,11,1113,11131,111311,1113112,Goats,No,,,,,
265,1,11,1113,11131,111311,1113112,Sheep(ram),No,,,,,
266,1,11,1113,11131,111311,1113112,Rabbits,No,,,,,
267,1,11,1113,11131,111311,1113112,"Poultry(Chicken, Guinea)",Yes,32,12,20,,
268,1,11,1113,11131,111311,1113112,Doves/pigeons,No,,,,,
269,1,11,1113,11131,111311,1113112,Pigs,No,,,,,
270,1,11,1113,11131,111311,1113112,Others specify,No,,,,,
271,1,11,1113,11131,111311,1113113,Cattle,No,,,,,
272,1,11,1113,11131,111311,1113113,Donkey,No,,,,,
273,1,11,1113,11131,111311,1113113,Horses,No,,,,,
274,1,11,1113,11131,111311,1113113,Goats,Yes,25,10,15,,
275,1,11,1113,11131,111311,1113113,Sheep(ram),Yes,7,7,0,,
276,1,11,1113,11131,111311,1113113,Rabbits,Yes,25,25,0,,
277,1,11,1113,11131,111311,1113113,"Poultry(Chicken, Guinea)",Yes,15,3,12,,
278,1,11,1113,11131,111311,1113113,Doves/pigeons,No,,,,,
279,1,11,1113,11131,111311,1113113,Pigs,No,,,,,
280,1,11,1113,11131,111311,1113113,Others specify,No,,,,,
281,1,11,1113,11131,111311,1113114,Cattle,No,,,,,
282,1,11,1113,11131,111311,1113114,Donkey,No,,,,,
283,1,11,1113,11131,111311,1113114,Horses,No,,,,,
284,1,11,1113,11131,111311,1113114,Goats,No,,,,,
285,1,11,1113,11131,111311,1113114,Sheep(ram),No,,,,,
286,1,11,1113,11131,111311,1113114,Rabbits,No,,,,,
287,1,11,1113,11131,111311,1113114,"Poultry(Chicken, Guinea)",No,,,,,
288,1,11,1113,11131,111311,1113114,Doves/pigeons,No,,,,,
289,1,11,1113,11131,111311,1113114,Pigs,No,,,,,
290,1,11,1113,11131,111311,1113114,Others specify,No,,,,,
291,1,11,1113,11131,111311,1113115,Cattle,No,,,,,
292,1,11,1113,11131,111311,1113115,Donkey,No,,,,,
293,1,11,1113,11131,111311,1113115,Horses,No,,,,,
294,1,11,1113,11131,111311,1113115,Goats,No,,,,,
295,1,11,1113,11131,111311,1113115,Sheep(ram),No,,,,,
296,1,11,1113,11131,111311,1113115,Rabbits,No,,,,,
297,1,11,1113,11131,111311,1113115,"Poultry(Chicken, Guinea)",No,,,,,
298,1,11,1113,11131,111311,1113115,Doves/pigeons,No,,,,,
299,1,11,1113,11131,111311,1113115,Pigs,No,,,,,
300,1,11,1113,11131,111311,1113115,Others specify,No,,,,,
301,1,11,1113,11132,111321,1113211,Cattle,Yes,5,5,0,,
302,1,11,1113,11132,111321,1113211,Donkey,No,,,,,
303,1,11,1113,11132,111321,1113211,Horses,No,,,,,
304,1,11,1113,11132,111321,1113211,Goats,Yes,7,3,4,,
305,1,11,1113,11132,111321,1113211,Sheep(ram),Yes,3,2,1,,
306,1,11,1113,11132,111321,1113211,Rabbits,No,,,,,
307,1,11,1113,11132,111321,1113211,"Poultry(Chicken, Guinea)",Yes,35,5,30,,
308,1,11,1113,11132,111321,1113211,Doves/pigeons,No,,,,,
309,1,11,1113,11132,111321,1113211,Pigs,No,,,,,
310,1,11,1113,11132,111321,1113211,Others specify,No,,,,,
311,1,11,1113,11132,111321,1113212,Cattle,No,,,,,
312,1,11,1113,11132,111321,1113212,Donkey,No,,,,,
313,1,11,1113,11132,111321,1113212,Horses,No,,,,,
314,1,11,1113,11132,111321,1113212,Goats,Yes,30,20,10,,
315,1,11,1113,11132,111321,1113212,Sheep(ram),No,,,,,
316,1,11,1113,11132,111321,1113212,Rabbits,No,,,,,
317,1,11,1113,11132,111321,1113212,"Poultry(Chicken, Guinea)",Yes,40,30,10,,
318,1,11,1113,11132,111321,1113212,Doves/pigeons,No,,,,,
319,1,11,1113,11132,111321,1113212,Pigs,No,,,,,
320,1,11,1113,11132,111321,1113212,Others specify,No,,,,,
321,1,11,1113,11132,111321,1113213,Cattle,No,,,,,
322,1,11,1113,11132,111321,1113213,Donkey,No,,,,,
323,1,11,1113,11132,111321,1113213,Horses,No,,,,,
324,1,11,1113,11132,111321,1113213,Goats,Yes,13,11,2,,
325,1,11,1113,11132,111321,1113213,Sheep(ram),Yes,4,4,0,,
326,1,11,1113,11132,111321,1113213,Rabbits,No,,,,,
327,1,11,1113,11132,111321,1113213,"Poultry(Chicken, Guinea)",Yes,20,20,0,,
328,1,11,1113,11132,111321,1113213,Doves/pigeons,No,,,,,
329,1,11,1113,11132,111321,1113213,Pigs,No,,,,,
330,1,11,1113,11132,111321,1113213,Others specify,No,,,,,
331,1,11,1113,11132,111321,1113214,Cattle,No,,,,,
332,1,11,1113,11132,111321,1113214,Donkey,No,,,,,
333,1,11,1113,11132,111321,1113214,Horses,No,,,,,
334,1,11,1113,11132,111321,1113214,Goats,Yes,7,7,0,,
335,1,11,1113,11132,111321,1113214,Sheep(ram),No,,,,,
336,1,11,1113,11132,111321,1113214,Rabbits,No,,,,,
337,1,11,1113,11132,111321,1113214,"Poultry(Chicken, Guinea)",No,,,,,
338,1,11,1113,11132,111321,1113214,Doves/pigeons,No,,,,,
339,1,11,1113,11132,111321,1113214,Pigs,No,,,,,
340,1,11,1113,11132,111321,1113214,Others specify,No,,,,,
341,1,11,1113,11132,111321,1113215,Cattle,No,,,,,
342,1,11,1113,11132,111321,1113215,Donkey,No,,,,,
343,1,11,1113,11132,111321,1113215,Horses,No,,,,,
344,1,11,1113,11132,111321,1113215,Goats,Yes,4,4,0,,
345,1,11,1113,11132,111321,1113215,Sheep(ram),No,,,,,
346,1,11,1113,11132,111321,1113215,Rabbits,No,,,,,
347,1,11,1113,11132,111321,1113215,"Poultry(Chicken, Guinea)",Yes,3,0,3,,
348,1,11,1113,11132,111321,1113215,Doves/pigeons,No,,,,,
349,1,11,1113,11132,111321,1113215,Pigs,No,,,,,
350,1,11,1113,11132,111321,1113215,Others specify,Yes,5,5,0,,
351,1,11,1113,11133,111331,1113311,Cattle,No,,,,,
352,1,11,1113,11133,111331,1113311,Donkey,No,,,,,
353,1,11,1113,11133,111331,1113311,Horses,No,,,,,
354,1,11,1113,11133,111331,1113311,Goats,Yes,2,2,0,,
355,1,11,1113,11133,111331,1113311,Sheep(ram),No,,,,,
356,1,11,1113,11133,111331,1113311,Rabbits,No,,,,,
357,1,11,1113,11133,111331,1113311,"Poultry(Chicken, Guinea)",Yes,8,4,4,,
358,1,11,1113,11133,111331,1113311,Doves/pigeons,No,,,,,
359,1,11,1113,11133,111331,1113311,Pigs,No,,,,,
360,1,11,1113,11133,111331,1113311,Others specify,No,,,,,
361,1,11,1113,11133,111331,1113312,Cattle,No,,,,,
362,1,11,1113,11133,111331,1113312,Donkey,No,,,,,
363,1,11,1113,11133,111331,1113312,Horses,No,,,,,
364,1,11,1113,11133,111331,1113312,Goats,Yes,9,0,9,,
365,1,11,1113,11133,111331,1113312,Sheep(ram),No,,,,,
366,1,11,1113,11133,111331,1113312,Rabbits,No,,,,,
367,1,11,1113,11133,111331,1113312,"Poultry(Chicken, Guinea)",Yes,4,0,4,,
368,1,11,1113,11133,111331,1113312,Doves/pigeons,No,,,,,
369,1,11,1113,11133,111331,1113312,Pigs,No,,,,,
370,1,11,1113,11133,111331,1113312,Others specify,No,,,,,
371,1,11,1113,11133,111331,1113313,Cattle,No,,,,,
372,1,11,1113,11133,111331,1113313,Donkey,No,,,,,
373,1,11,1113,11133,111331,1113313,Horses,No,,,,,
374,1,11,1113,11133,111331,1113313,Goats,No,,,,,
375,1,11,1113,11133,111331,1113313,Sheep(ram),No,,,,,
376,1,11,1113,11133,111331,1113313,Rabbits,No,,,,,
377,1,11,1113,11133,111331,1113313,"Poultry(Chicken, Guinea)",No,,,,,
378,1,11,1113,11133,111331,1113313,Doves/pigeons,No,,,,,
379,1,11,1113,11133,111331,1113313,Pigs,No,,,,,
380,1,11,1113,11133,111331,1113313,Others specify,Yes,2,2,0,,
381,1,11,1113,11133,111331,1113314,Cattle,No,,,,,
382,1,11,1113,11133,111331,1113314,Donkey,No,,,,,
383,1,11,1113,11133,111331,1113314,Horses,No,,,,,
384,1,11,1113,11133,111331,1113314,Goats,Yes,1,1,0,,
385,1,11,1113,11133,111331,1113314,Sheep(ram),No,,,,,
386,1,11,1113,11133,111331,1113314,Rabbits,No,,,,,
387,1,11,1113,11133,111331,1113314,"Poultry(Chicken, Guinea)",Yes,2,0,2,,
388,1,11,1113,11133,111331,1113314,Doves/pigeons,No,,,,,
389,1,11,1113,11133,111331,1113314,Pigs,No,,,,,
390,1,11,1113,11133,111331,1113314,Others specify,No,,,,,
391,1,11,1113,11133,111331,1113315,Cattle,No,,,,,
392,1,11,1113,11133,111331,1113315,Donkey,No,,,,,
393,1,11,1113,11133,111331,1113315,Horses,No,,,,,
394,1,11,1113,11133,111331,1113315,Goats,Yes,6,4,2,,
395,1,11,1113,11133,111331,1113315,Sheep(ram),Yes,7,4,3,,
396,1,11,1113,11133,111331,1113315,Rabbits,No,,,,,
397,1,11,1113,11133,111331,1113315,"Poultry(Chicken, Guinea)",Yes,9,3,6,,
398,1,11,1113,11133,111331,1113315,Doves/pigeons,No,,,,,
399,1,11,1113,11133,111331,1113315,Pigs,No,,,,,
400,1,11,1113,11133,111331,1113315,Others specify,No,,,,,
401,1,11,1114,11141,111411,1114111,Cattle,No,,,,,
402,1,11,1114,11141,111411,1114111,Donkey,No,,,,,
403,1,11,1114,11141,111411,1114111,Horses,No,,,,,
404,1,11,1114,11141,111411,1114111,Goats,No,,,,,
405,1,11,1114,11141,111411,1114111,Sheep(ram),No,,,,,
